sx sy gx gy d
20.5544 11.3589 8.46855 10.541 11.7
10.5347 13.4025 3.14554 -11.1614 103.5
-11.5104 -8.14847 8.19777 10.1391 84.18
-3.1953 -5.68589 17.6819 -12.8101 100.98
19.3175 -6.98586 -7.80189 6.88901 146.28
13.9371 11.7147 -9.96232 2.34476 55.56
5.60448 -12.2702 20.0113 -9.60349 14.22
11.8029 -2.62957 0.417637 -12.9039 15.06
20.8529 -3.8855 -0.130441 -4.84167 79.38
13.3673 11.3624 -13.5666 -0.80779 57.96
6.58317 -13.9477 6.83391 -10.4121 3.12
13.3021 3.29833 -4.45488 12.245 143.1
-21.5016 8.84636 20.1746 -2.15658 132.66
18.607 -7.05311 19.7695 1.404 8.1
-21.2333 -8.84637 -1.47732 -4.8084 60.9
-6.05493 -2.45358 -19.0646 0.379656 107.04
-16.7656 5.87348 18.3049 10.5641 90.54
-13.9653 -3.82141 -21.519 -9.42979 28.14
-11.1016 -1.76543 -6.87873 -12.0331 75
19.7117 -12.6385 4.11053 -10.4618 15.36
18.0001 9.5199 -6.0164 -13.9241 75.6
4.53458 13.1067 -1.79684 11.7077 69.54
-2.19631 0.619223 -11.5713 -3.02225 72.96
-20.378 -0.155449 13.27 -3.70493 129.9
8.83355 10.8455 -3.63613 -3.74244 23.82
16.3709 -13.2241 7.06452 12.5976 109.14
6.28158 -9.98603 -8.71955 12.6872 148.38
-6.94196 13.2496 -17.4048 13.4313 10.02
-1.78263 -6.98854 19.8017 7.56153 42.9
11.2667 -3.98027 16.8948 -12.0225 54.3
15.0447 10.061 19.4849 8.27247 4.38
19.4602 -13.8068 -7.93451 -12.9664 27
-8.23643 12.4784 -12.4004 -6.76095 103.8
-12.9002 -2.01922 15.1655 -10.3398 112.26
-5.08297 -4.95327 8.88293 -13.1902 44.34
-1.46105 12.0031 18.4915 8.12643 20.58
-4.90067 12.8358 6.73685 -0.649172 32.94
15.3934 13.1666 3.36509 13.0323 11.64
-21.5797 13.8163 -10.8358 -8.31924 73.92
14.638 13.5341 -21.5871 8.81094 52.8
-21.4066 13.4084 3.18574 12.305 24.18
20.8892 1.3284 -6.86685 -13.3496 53.88
1.70098 -11.4218 4.30395 -13.4711 2.88
-5.49888 -6.94852 1.25508 2.76467 11.64
-21.2659 13.6322 -3.2203 0.696312 94.74
18.4073 -10.8195 -2.65417 12.9997 222.84
20.1768 7.45888 -12.1548 0.405872 165.84
-0.863938 -13.1005 -3.15978 -3.58179 31.14
-4.49973 -12.2587 21.0744 9.25559 88.86
-3.95707 -13.5358 9.8188 -10.2759 13.74
5.44089 -4.66232 -11.0365 0.592822 84.18
16.7188 -12.2092 14.0396 -2.16402 20.1
-13.3381 -7.67351 -20.5301 -3.41291 26.28
21.5731 -1.57068 11.3415 4.1003 36.72
12.7454 -2.59527 -12.7578 -2.95491 34.32
5.30206 13.8195 -18.6264 -3.69376 111.72
13.1413 0.628376 -13.2495 -6.28589 34.62
-7.47299 -11.714 5.03486 -11.7445 12.12
14.1401 -1.95969 5.04041 10.916 91.14
-20.558 -12.581 20.3831 8.74682 163.44
-11.3417 -0.468122 6.44415 -1.27979 85.68
-21.3865 -0.89556 -11.4755 7.54699 18
3.47351 9.98096 21.1416 -4.23639 52.56
1.08277 -4.65834 -17.4032 5.89432 89.82
-6.00573 -11.9009 3.45815 13.6237 153.24
-8.31213 -11.8422 -10.2342 13.9926 73.68
-13.1295 -6.05637 -16.388 -13.8803 17.22
18.14 8.81784 -12.553 8.42222 114.48
-8.50136 12.776 -4.94533 -4.67814 95.82
-4.63193 13.3541 11.8207 4.07928 22.32
14.1765 -1.49321 -19.4222 -3.43406 67.62
-4.05153 -2.28558 13.8728 -3.29406 98.46
-11.383 0.503169 -12.4359 -2.43279 2.7
5.65518 10.4881 -18.6144 -11.2071 143.7
-8.74924 13.7177 11.4921 -3.89639 51.84
-11.4094 1.88048 17.073 -12.5085 186.24
-10.3797 1.22211 18.7103 13.89 54.54
-11.0427 1.78757 0.0343251 -12.9489 65.46
3.18411 -11.4723 10.8486 5.15412 68.28
4.38034 -12.6051 -3.69125 -11.9533 7.68
12.5845 -4.67866 20.0649 0.628131 37.98
2.32918 1.90476 1.10446 13.3924 107.4
-12.4845 -0.580047 -21.9171 -8.51738 34.2
5.40591 12.814 15.6626 -12.8408 73.2
5.20275 -13.0313 10.3038 5.47956 74.1
18.1191 9.35686 4.19333 11.5536 13.68
1.29739 -12.2388 21.823 -13.778 20.16
-2.29741 13.9711 -13.2339 -3.43358 93.72
7.7828 -10.1565 -6.03077 11.8715 161.94
13.9968 -12.7986 17.3581 11.5895 45.12
-20.8702 10.0547 19.0334 -13.184 178.08
10.3065 -12.1707 -0.799769 -5.91848 58.8
-21.6537 9.40024 -19.3403 -7.23026 76.56
-11.5008 -2.2068 -8.81387 -12.1602 84.6
-19.0251 -11.8162 4.46086 -4.9579 75.54
11.571 -5.268 10.5333 11.1139 92.16
-11.571 8.51156 -2.46663 -4.62847 76.5
12.2387 -1.14356 3.31778 12.3078 160.14
18.0919 8.34833 -21.7372 -7.86871 181.44
21.1671 10.0844 -1.56405 12.5648 85.08
-10.3443 13.7236 21.4797 -11.4126 108.12
-5.87691 -5.29308 4.96097 10.323 54.72
14.4802 -0.928544 -20.1425 12.6772 175.5
1.29917 -13.8985 14.8414 -2.42766 17.34
-21.9544 3.69398 -6.0214 -4.37007 94.68
4.88985 10.1436 13.4779 2.21848 11.4
11.2932 4.01667 9.26259 -13.2613 17.28
-6.43469 -12.2481 11.303 -13.654 17.4
-12.5199 -13.857 -2.05538 0.722156 76.2
20.3146 2.16725 20.0214 1.65116 0.18
2.95123 -13.6016 -4.64538 -1.48176 33.18
2.27709 3.08398 6.8571 -11.2376 101.04
1.35841 -12.8858 19.1717 -5.46508 59.64
14.0127 -10.5809 -2.82724 -2.26605 46.68
-0.221068 -5.33174 -12.9139 -5.03144 69.72
15.2873 11.079 13.4384 0.664189 39.06
4.51792 12.9542 11.8082 -3.29012 19.14
16.5281 -13.0011 8.51961 -12.7732 7.62
14.3732 5.0207 -3.50471 -13.1946 27.36
-17.817 -9.6969 3.61482 -5.41009 68.76
21.4082 -11.1191 5.3384 -1.80707 88.44
21.6101 -2.30542 17.4412 10.3922 12.96
-3.27754 0.867387 14.1098 -3.1322 90
9.00309 11.8076 19.3128 -3.56319 21.24
-9.83059 1.68227 8.0896 13.4492 100.44
-2.68894 -5.11566 21.7152 12.4598 100.98
15.2832 2.77086 14.224 11.786 18.24
0.757294 -13.8865 7.33888 0.343562 62.52
18.5033 8.83107 -18.5554 13.3105 113.58
-11.855 -0.833099 13.9341 4.91642 81.84
-19.3845 0.492545 13.5126 -10.9366 130.26
18.7812 10.9233 4.03 -2.97622 123.12
20.6206 -5.55418 -21.641 -7.60917 70.38
18.1625 13.8982 -19.8345 -5.28966 164.28
12.7985 -1.85608 -9.64063 -13.9022 26.28
-12.2691 -2.12854 -21.4076 -13.8386 30.06
13.6582 -1.74764 -10.4372 -13.7582 27.72
6.43462 11.7988 21.0031 12.9474 14.22
-19.1487 -0.580829 19.746 8.78623 78
14.2036 -10.8364 -20.2765 -12.6476 34.38
10.6125 4.27493 -21.3321 -2.1859 148.86
-3.42815 13.3107 11.8332 12.7729 14.88
-12.6143 -7.60911 0.8418 1.20901 32.76
2.48199 3.09711 12.876 -2.67634 76.44
-1.82103 6.7979 7.34206 -1.15486 20.7
-19.9074 -7.90464 7.45252 -10.6784 104.04
12.427 11.8177 -16.3681 3.16825 89.7
19.6166 -7.70575 -0.493014 -4.40864 67.8
-0.629033 -5.76214 2.27581 -13.456 39.54
20.9068 0.626631 21.1219 6.32639 5.28
-4.32486 -2.31852 10.4125 10.8395 65.7
17.9387 -7.40682 5.7623 -1.62712 87.3
-6.56325 -6.80133 8.77468 -10.3176 41.22
3.43903 -5.08376 -17.1403 3.91887 127.92
19.3847 -9.99408 -21.0906 -5.75088 61.56
8.23305 9.9759 -3.69386 12.0961 70.44
-4.76612 13.4253 19.5543 -8.63753 83.4
-5.88268 12.9183 20.455 -8.33588 85.32
-12.7442 -4.07623 9.40036 -6.96522 55.98
-2.99014 -12.9269 9.95027 13.4647 121.92
15.206 12.5317 -13.7286 -13.4358 140.52
-16.0184 -13.0058 18.5828 -5.53395 161.04
9.00367 4.99005 -5.91167 11.4843 131.4
11.6168 13.7255 -18.5179 0.565944 124.14
20.6895 9.38221 -20.1258 0.494353 141.9
21.0749 -3.84047 -21.9137 1.52886 105.18
-3.66215 -12.0423 19.9934 3.58959 100.26
-2.91714 -6.83323 -11.708 -2.96958 68.64
15.1837 -12.2568 13.0747 -12.0107 1.68
-20.5023 -6.53737 21.0134 -13.3281 115.92
19.8177 -1.67341 19.9763 -12.6961 10.62
3.8525 11.5526 -21.3255 12.8744 48.36
-18.9249 -7.02742 13.0342 13.5799 82.38
9.50256 -6.72983 18.4148 -8.09078 52.02
-1.6695 -4.32997 -1.37531 13.2874 99.72
-2.33611 13.5104 -7.42344 -12.5308 134.88
-15.8009 3.92322 12.5071 12.4623 88.62
-20.6503 -0.0667997 21.0858 13.7338 58.62
6.7996 -2.75336 5.37589 11.2386 76.5
5.98066 12.4042 -20.4442 -11.9965 161.4
-12.5542 8.42257 20.6195 -12.9755 113.76
4.43271 -13.7067 21.1522 5.89752 48.12
-21.0509 -12.9835 19.731 9.673 158.46
-4.58271 -3.41808 -20.5713 -2.44954 102.54
-13.0718 -3.27218 12.9978 3.57861 94.68
21.101 -11.7143 -19.0404 -12.438 39.9
12.8066 -12.8016 -11.986 -6.18279 27
-6.28552 -13.9832 4.44892 12.5241 97.56
-4.66082 -13.423 2.49204 -12.4995 6.78
-13.0638 -2.48778 19.5837 7.08941 105
6.2619 -3.9415 -17.3265 5.83346 99.78
0.694136 3.12466 1.33076 -5.89843 79.56
14.2807 3.94027 21.3648 6.2865 24.84
-19.0471 -11.1208 14.6348 13.509 109.08
13.8645 -11.8798 7.01779 -10.4316 6.6
17.8155 -11.9965 7.96224 -10.0689 9.6
-19.2126 -1.02097 -8.56084 7.04868 22.62
-3.30621 -2.59004 15.0494 10.1085 77.88
3.84513 11.7638 11.8651 3.49794 11.16
5.6964 -13.4106 -2.09106 11.5905 167.94
3.94943 11.0395 6.95986 -0.860061 14.7
10.1584 -13.693 2.23114 -4.95752 62.28
16.5032 12.6905 20.3645 6.49126 6.9
-5.75137 11.5513 20.263 8.36796 27.6
-10.2613 1.7215 -5.81906 -2.42242 13.02
14.0859 -12.8581 -3.26629 1.28874 79.56
-9.20951 -13.5809 3.4389 -4.35826 48.12
5.73664 -2.90905 17.9382 -12.4518 76.38
11.1944 -4.18042 -3.52532 2.24537 88.38
7.84691 12.089 4.56257 -11.6161 45.42
9.84349 -10.3118 -11.7328 7.51899 56.88
-18.1519 0.863243 -6.38454 -12.2996 99.48
-21.7023 5.38148 19.9492 9.59783 57.24
-11.9566 -2.34413 -19.8376 12.3152 66.96
20.9561 -0.95943 19.9133 8.96772 9.54
15.0665 -13.9031 -21.6997 -0.0293799 69.06
21.1029 1.84308 3.27969 -10.9127 42.48
15.0231 13.6618 21.4184 7.36937 8.58
2.20373 -13.0487 11.6868 4.88749 70.68
-3.22598 -2.93053 -17.9248 -9.3546 85.8
19.7738 -8.13134 19.6174 5.32261 13.02
20.144 -10.5913 4.46959 -2.35986 85.08
21.7936 7.25971 -7.46815 12.3402 128.88
21.8327 13.0909 10.3299 -7.39353 54.3
-2.14996 13.0716 -4.70833 -13.1123 126.3
-1.68366 -6.66396 -2.81648 -12.7467 43.2
-20.8176 -0.458209 16.3038 12.1805 55.08
-8.67168 13.6765 -19.8062 -7.15146 143.88
-4.53388 -4.303 8.79598 -10.4586 38.28
3.6229 10.2021 9.14157 -13.9751 44.58
10.2902 5.8985 -11.3164 2.62595 45.96
-21.0417 -4.05044 -1.74859 13.569 77.28
-6.4418 -5.92404 16.0718 10.683 86.04
5.47216 12.27 20.5837 7.05642 15.54
-2.99684 12.5268 0.792416 -12.1876 84.24
-5.87816 -11.5316 -6.26499 -13.606 1.68
12.5299 11.8815 3.76276 13.4372 8.46
-11.7634 -0.0453162 15.6459 13.1106 54.66
-20.0445 -12.6238 3.3996 12.1902 134.64
-3.92085 13.802 5.80324 -11.5832 72.9
-21.8925 -9.16724 -2.08651 13.8258 89.04
13.8447 12.4043 7.13503 -0.239562 61.32
2.84108 -12.7184 -5.8532 -2.05624 34.38
-2.10515 -13.4712 9.02483 11.0675 123.72
-19.4507 -3.95602 20.179 9.4642 112.56
10.1484 4.80973 7.55056 -12.7413 19.26
-13.5042 -3.2785 6.77779 9.86615 51.54
8.33385 -11.4638 21.5781 -12.5082 12.84
9.10761 -8.49427 2.40374 -13.6392 8.04
-0.352976 -4.11056 19.6178 3.71925 45.84
6.36733 -10.7834 10.7689 -13.8421 4.92
-19.5792 13.4647 18.2055 12.012 37.38
-2.59693 0.209332 -19.24 -13.4527 87.6
20.4391 1.92491 -21.03 -10.8998 85.98
14.5131 0.187636 2.32945 -5.56014 65.88
12.5543 4.02161 13.8835 -0.875604 4.68
-18.4762 -10.0258 -12.289 -5.09439 28.74
6.44343 -3.39128 19.6698 1.79633 46.62
20.5664 -5.77967 12.7869 -12.8479 10.08
21.4431 -2.81087 15.0833 11.1112 59.82
21.4789 -2.16962 2.14741 -5.00743 97.32
-7.10583 -11.5843 20.8235 -3.07487 118.08
11.173 -13.3612 -3.87271 11.6987 179.28
7.16998 -11.5126 -3.33486 2.30946 69.06
17.5042 10.9809 1.15809 2.39315 86.4
-21.9104 4.63559 18.7836 8.67449 102.18
-5.70135 -5.59243 -20.7895 -8.07442 86.46
11.581 -12.2929 16.4494 12.2444 37.92
1.34877 13.2784 14.2307 0.634924 18
1.40992 0.817671 -20.9841 10.114 39.42
8.708 11.4657 4.63468 -4.18563 16.2
-1.77727 12.4039 -8.98965 -11.832 136.26
11.3421 4.6573 21.1526 -9.847 51.42
11.9868 12.5648 -3.37693 -1.88127 27.18
15.9427 13.8133 5.05817 12.5653 10.56
20.1829 -0.608334 -1.56678 -13.6392 41.28
-0.109224 -4.64425 10.4652 10.4562 73.56
-1.39352 13.9807 7.5821 9.31103 9.72
6.06545 13.3004 13.1567 12.0365 6.78
-8.25607 1.82269 -0.499261 12.7767 80.88
19.0922 -13.2699 4.29898 13.1017 189.54
5.23936 11.1535 21.8496 -12.5657 65.28
8.97186 -8.12868 15.773 -12.0828 58.56
19.9841 2.12781 9.16869 6.17149 41.4
-21.3581 -8.44316 -7.0155 -2.9448 47.76
7.83635 -13.9782 21.5379 -3.57557 65.7
-21.4361 1.94629 -0.338768 12.8967 30.18
10.2958 -6.16348 14.3446 3.28969 9.84
3.11194 9.25032 6.45728 -10.425 45.12
21.2034 -2.49059 -2.52568 11.7685 174.18
6.33667 -9.95176 15.2718 0.593235 13.38
12.2221 -3.09509 9.70899 11.6667 94.02
-11.7714 -0.334206 8.65092 11.8909 46.44
-10.3553 -13.8168 -21.4528 -4.34922 15.12
-12.8607 -13.6515 -1.94492 -12.2962 10.56
-1.39041 -5.66199 17.1722 12.1213 93.3
-11.1821 -7.0839 -8.33945 -11.5208 4.86
11.7563 -12.0076 -9.7972 0.826229 33.12
-21.6449 -4.47431 16.0367 11.3982 78.72
19.0588 -8.68888 -0.508192 2.43442 107.34
-3.98047 -4.92187 8.97861 -11.1333 39.12
3.95446 4.51601 14.1698 -11.3966 134.88
-16.4021 4.4495 -11.9866 -3.85521 11.22
-21.9214 -11.8505 10.6249 11.4172 95.88
-13.4331 -0.831155 3.26298 3.80084 17.04
-11.3651 13.3807 -20.5051 13.6638 8.7
12.4948 1.06676 0.292443 -4.72968 63.24
-17.1622 5.11425 -12.0933 -7.88845 17.28
-21.0827 11.6341 -0.257599 -6.51937 145.98
19.8492 -12.5809 19.8467 -4.33442 7.8
-12.1362 -7.53248 19.4417 -12.6993 83.58
-1.56302 2.26978 -5.03292 13.4873 87.36
13.7093 3.38859 13.4415 1.58188 1.38
-4.38041 -5.85309 13.548 0.421534 23.22
-8.14159 6.81434 9.63398 5.76915 19.98
1.51534 -4.66772 -11.9631 7.85787 107.22
-19.8699 -0.385624 -5.1243 -12.0393 102
-6.79887 -4.20789 -7.97928 -13.7726 57.06
5.57977 10.8486 -12.0373 -3.11875 133.74
-4.77697 11.9613 6.55151 -12.3947 75.66
21.4465 -9.44677 -19.1779 -11.7354 41.7
-6.75408 -12.8116 1.70789 -4.11191 45.36
20.9828 -9.73775 7.30054 -0.802564 92.58
1.32243 -11.6853 -4.19343 -3.59314 33.78
1.96819 -11.5644 17.2706 9.18637 88.44
0.096109 -4.35453 -21.9543 12.5473 114.54
15.8846 -12.2809 -20.2569 -1.36915 66.84
-6.8705 -11.3322 12.5385 -13.3552 19.08
11.9895 4.10639 13.3491 -11.9914 61.98
10.2336 -7.23683 4.26051 11.433 146.1
20.2235 -13.6642 -10.7222 0.485671 42.66
4.14615 12.0245 4.36006 10.9418 0.66
21.6848 13.325 12.1829 -13.8677 29.22
-7.2619 -13.5864 -3.71986 -4.81929 39.06
-12.8848 -4.80178 8.84619 13.513 56.46
9.19808 -7.39386 -18.5732 -8.35258 43.26
16.4692 -12.8379 3.26693 2.67313 99.78
-12.929 -13.4698 3.69187 -11.507 16.32
11.6203 -3.44723 12.4926 -0.610064 2.58
17.141 -12.611 -19.4869 -12.3866 36.3
12.1049 5.00192 10.9507 5.57772 0.9
-6.49027 -3.76533 -4.25296 -3.41716 1.86
0.259406 0.553407 -18.4661 -12.5542 167.34
-17.4919 -12.2458 -19.8729 -4.45586 7.74
4.31076 9.88974 -10.94 -9.15671 114.42
-1.26463 -6.99223 21.4512 5.97507 49.44
-11.6067 -0.131254 19.4809 5.82412 103.08
17.0789 -11.9789 17.4196 12.5122 54
8.60247 -7.87538 0.250131 -3.91798 123.54
-4.19483 -11.573 19.0373 6.76884 85.92
4.1214 -4.07996 -18.5921 -7.32432 95.16
16.8531 -13.0092 19.6081 -11.7276 2.64
15.8998 -13.0522 19.6557 12.5071 58.68
4.32163 -12.8232 20.6093 6.73842 45.48
13.5447 -13.6985 -4.94305 13.5117 189
6.588 -3.25478 17.8591 -10.6304 71.34
-21.0233 -9.7308 -13.2382 -4.00446 26.82
18.1149 -9.31711 20.0019 11.4222 20.4
15.375 -11.6122 7.29831 -13.3585 7.86
21.5132 -0.462772 21.0622 -4.5655 3.72
-18.2419 -10.4857 18.6676 10.5282 143.4
-3.72742 -11.6198 18.3699 -8.58428 70.02
-19.5298 -11.8716 -1.40322 6.8209 71.58
13.4578 -1.35308 11.6646 -3.96865 2.76
-11.9691 2.83236 -0.782062 -5.0795 19.5
-4.65601 6.45311 7.04431 0.106603 21.78
14.3401 -11.3408 8.97741 3.88057 89.82
3.44088 13.5925 19.1873 -13.7712 73.56
-17.9657 0.432836 17.3369 10.5308 57.72
-13.7132 -4.09006 -12.8928 -3.2507 0.78
7.39334 -11.6722 13.118 11.1504 90.66
21.1208 -2.59877 21.5732 6.7182 8.94
-8.73206 -11.753 20.7488 7.9909 82.38
12.5129 11.2538 -19.1546 -1.91641 92.76
-3.04418 -0.722882 21.2129 8.35643 94.32
21.6614 10.1197 -19.0984 -0.763339 139.32
0.794702 -12.3598 8.01375 9.52404 127.02
3.90672 3.83438 -6.07637 -5.54383 90.72
12.2996 4.85893 17.6071 -10.8072 54.24
15.1719 -12.6054 -16.8073 -13.8479 31.56
-2.75265 -6.55082 -0.523207 12.7313 102.42
-0.161134 -12.0507 18.4369 8.95707 89.28
6.01621 13.6142 0.920847 1.41892 33.24
-0.796091 -6.45771 -17.7336 13.9264 129.42
17.409 13.2399 10.4372 4.57804 54.84
-18.2232 -10.6306 -20.6999 -4.61078 6.12
0.159266 13.9267 -11.2096 7.56134 31.8
-6.86661 -3.79254 18.6053 -9.76707 91.08
11.1176 -6.65742 -18.7452 0.254799 68.4
-19.7762 -9.53389 -19.2791 12.805 22.92
16.8568 -7.91781 -3.20152 -3.39778 60.12
21.5611 11.9494 14.2806 13.4978 7.02
-16.0669 -13.0576 -11.4487 -8.29477 35.34
15.3507 12.8947 5.04672 13.516 9.9
18.5879 -12.0716 -7.02614 -12.4276 25.2
19.1344 8.65913 4.10781 -10.5947 58.92
-13.364 13.5941 -8.91316 13.5012 4.02
19.9181 12.6635 -2.58381 1.29501 96.24
-5.67793 -4.93475 0.367287 0.493785 7.92
21.7902 5.1478 10.6078 4.6382 44.7
4.72037 -2.90577 -13.4082 -7.51661 73.14
20.0922 -4.30934 -8.59183 -13.7853 36.24
9.57022 -6.62655 20.7316 6.49388 37.8
20.8674 -6.2581 -1.23324 13.1676 252.78
20.0996 -3.64509 13.433 4.92226 32.88
14.3165 -13.1745 15.7358 -11.585 1.74
18.9895 -12.9182 7.73413 -9.23976 11.46
19.4345 11.0908 19.8124 -0.95163 11.64
-7.12531 -4.9642 -21.7248 5.70488 114.12
17.7126 -11.7836 -21.566 -7.60885 53.64
-2.19271 -12.1539 7.21186 -1.23324 55.14
16.3024 -8.17365 21.9656 -9.07789 5.34
17.4093 -9.51876 -10.9325 -0.208267 42.42
-21.6698 7.09273 -12.2827 -5.49835 75.96
-0.0399796 1.24719 21.7995 4.59926 98.22
-1.67358 -4.12199 -4.21435 -6.99355 3.42
-16.6686 -12.0263 15.6179 -9.06539 177.06
10.7599 -13.7044 -1.65113 -12.6051 12.06
-10.7854 -8.66051 -21.6261 3.51567 40.86
-20.5269 -7.64542 -3.328 1.63597 36.48
13.6439 0.496962 -13.0901 -2.21747 39
13.8046 -13.3058 9.28098 -8.91948 5.88
16.3127 -9.83353 -4.4176 -4.42027 54.96
-2.94669 -3.233 10.68 -5.12861 26.88
13.141 -2.98306 -21.1232 -1.8343 70.62
17.7883 -9.55112 14.4425 -13.0878 4.44
0.795281 -11.7529 -16.7115 -12.2348 17.46
2.74474 3.65768 -8.43166 7.23042 29.82
-20.8113 -5.20451 21.8783 -12.0236 160.86
14.9078 12.5737 -8.00767 12.1146 69.18
5.91811 -10.6706 13.3747 12.6757 84.72
7.09818 12.0505 7.45098 -10.2947 37.26
8.417 -10.2619 -4.11774 -6.6364 46.86
-18.7718 -1.81105 20.4039 -13.6095 92.16
-18.8066 -11.754 14.7381 12.1371 130.14
-12.491 -5.3281 -4.47411 13.231 78.48
6.58046 9.68256 3.12887 -4.34995 16.08
16.8887 -7.82854 0.773143 1.67942 102.36
-20.7819 0.966559 2.53825 1.57768 25.44
-10.1111 -13.4584 -0.876324 12.177 106.5
-19.1744 -6.33026 21.7949 -0.503782 112.8
-10.6619 7.3869 19.5071 7.9284 31.98
21.5077 -5.72802 7.10475 11.6606 44.52
-16.5686 -13.8076 4.12911 -12.2767 20.34
-19.8938 -8.13154 -10.7045 13.3577 58.08
21.9749 -8.60028 16.3489 -10.5175 5.52
16.7839 -7.99492 17.571 9.01917 45.66
1.21692 13.8702 17.5411 10.0154 16.38
17.8932 11.2355 20.3074 13.2682 2.76
-20.8935 13.6267 16.5794 11.2928 37.14
-19.742 -6.97416 5.97224 13.0551 123.6
7.95234 -13.5015 -0.950007 -11.4391 8.7
17.6828 -7.56943 19.9703 12.1546 61.92
3.50704 3.31956 0.0698791 13.9064 107.76
-10.1141 7.38853 -3.22907 13.2361 47.82
19.5892 -10.5981 16.0894 9.96399 53.64
15.1793 -13.3229 20.1161 11.195 58.38
19.9524 9.48894 3.67958 9.54415 66.36
19.4975 8.99084 14.0365 11.0212 5.4
13.917 -12.0335 -1.83608 11.9619 199.32
21.2299 6.08633 20.7148 -1.07004 6.78
13.4022 -1.24401 3.6771 -10.4544 13.08
13.9487 -2.08621 -11.3008 -3.23927 34.02
14.5399 -1.83269 16.8062 12.4158 26.28
21.1642 -7.76038 18.4685 -12.8071 5.28
-20.8643 -2.04443 8.81057 6.04241 72.54
18.5446 -9.40469 -11.2425 -6.17649 34.14
18.356 8.71068 21.6839 1.9466 7.14
-10.1378 1.00881 20.541 1.13386 116.82
7.16562 -11.7564 -13.3801 -7.24975 21.48
-18.1457 0.0351267 19.108 -6.70223 182.76
16.8266 12.0093 18.9111 12.7971 1.8
21.976 5.3035 4.72178 13.8696 66.66
-11.9278 -8.23939 7.24547 -0.0338819 109.44
19.2743 -8.96906 15.9121 13.7713 56.7
4.22919 -13.888 -2.01908 1.11517 62.28
-4.27678 -13.0964 -18.5601 13.8978 52.62
21.5349 -4.84692 1.11793 -11.2647 23.94
6.25758 9.87227 -12.4506 -4.29697 120
7.54994 11.5437 18.007 13.7707 10.26
-8.95999 -13.3576 14.4504 -12.553 22.98
21.9219 12.9346 -9.39022 13.4527 30.9
-8.37886 13.7366 16.2492 12.4094 24.24
13.8614 11.2288 11.6149 -4.21741 34.74
1.24187 -5.97243 12.9724 -0.877032 20.04
20.5321 7.36512 -14.2099 -13.3365 79.26
-21.7435 -2.03575 17.185 -9.091 131.94
8.84483 -13.8101 18.781 -8.14323 11.04
18.8201 -12.4897 19.0294 -11.681 0.42
10.9326 12.8424 9.40451 13.124 1.14
8.41691 10.0365 11.1486 5.23289 57.3
-17.259 -11.7653 19.7525 10.8823 154.26
18.4853 11.3596 13.1957 -13.8212 26.58
-19.3141 -2.38749 -20.8431 -13.1574 10.44
-11.3112 -7.53054 -19.7351 -3.58202 29.16
15.2746 0.744086 -19.278 -13.976 42.42
20.6744 -7.03733 -21.4565 2.96929 99.54
17.3597 -10.8231 -18.2935 -0.00500458 73.5
-20.6769 -7.51771 11.6992 3.94476 121.86
-21.2544 10.2718 11.8636 2.59539 83.4
-5.08416 -3.0293 -7.98593 12.1954 146.76
19.0782 11.2332 12.4604 -12.3985 25.62
-21.0257 -6.15904 8.84125 5.60269 99.72
-3.39611 -6.48174 -1.43852 -4.05434 2.7
-21.4386 -1.14207 4.53134 -13.8776 100.74
7.42661 -12.3105 21.9899 -12.59 14.16
-19.7843 -12.8603 3.62262 -12.8587 22.98
11.5504 2.80456 -13.7739 13.7096 122.4
-1.50046 0.868274 8.81811 -12.6338 110.28
6.70105 -10.5822 4.87216 11.986 137.28
12.6018 -12.6789 21.819 2.72472 61.56
-11.2654 7.74997 -20.1655 -1.28153 81.18
18.0724 10.2414 16.7326 12.5076 2.22
-20.3552 0.0254501 14.4392 1.86167 98.4
6.34797 -3.75448 -11.8816 7.87742 44.28
18.7022 12.4159 20.4806 -6.85076 18.96
19.032 -13.5545 20.5046 -13.9676 1.14
-19.0362 -1.31307 13.8531 -11.3285 138.9
20.2624 0.281476 -11.4928 7.72779 91.56
16.9212 10.219 -5.64566 -2.45551 89.82
16.803 13.2442 21.4677 -11.4195 24.72
7.20286 10.9728 10.0971 3.80596 7.32
-16.6438 4.08387 -7.74424 2.05446 8.7
6.35968 11.0615 -3.71627 -13.7127 67.26
-0.396006 7.08267 8.82055 13.4438 10.8
1.75867 -12.5379 -21.3075 12.3619 52.62
-18.5545 0.823053 17.395 13.0393 51.3
11.5354 10.9523 -3.38414 12.5053 75.84
12.5584 12.0158 19.019 -5.35574 20.04
21.7373 10.4456 -17.187 -10.9046 149.22
13.3399 5.51623 6.67243 -12.591 18.96
8.92461 13.0311 0.104605 2.02603 30.72
8.59966 -9.23427 2.31377 2.03534 79.98
-21.5618 -11.4291 5.32884 -4.35991 76.02
-13.138 -6.45792 -20.7148 -6.64568 25.02
-2.84094 -0.202304 12.3413 -3.22467 90.54
6.67317 -0.802978 -1.97686 12.5721 124.2
-8.54721 6.83106 20.8695 -3.10386 71.64
-13.5702 -2.0508 12.0583 -1.24452 108.36
17.442 11.039 15.2732 12.3407 2.1
-4.61322 -6.16064 -0.428946 -6.88294 3.84
20.3341 -12.6013 13.1192 13.2082 54.24
11.1872 13.5182 13.3558 -13.444 33.06
-20.2721 -1.04421 5.42501 11.7652 94.62
3.55628 -4.04948 -21.5276 -10.51 91.32
